Application_ID,Employee_ID,Department,Role,Source,Application_Date,Interview_Date,Offer_Date,Joining_Date,Interview_Score,Assessment_Score,Offer_Accepted,Joined,Recruitment_Cost_INR,Recruiter
A002753,,Operations,Operations Executive,LinkedIn,2017-04-21,2017-05-03,2017-05-06,,89,84,Yes,No,4109,Recruiter C
A002754,E01382,Operations,Operations Executive,Company Website,2017-04-10,2017-04-13,2017-04-25,2017-07-02,91,66,Yes,Yes,2506,Recruiter D
A002755,E01383,Sales,Regional Sales Manager,Campus,2022-05-22,2022-06-08,2022-06-15,2022-08-01,78,55,Yes,Yes,12384,Recruiter D
A002756,,Sales,Regional Sales Manager,Agency,2022-05-01,2022-05-18,2022-05-24,,64,81,No,No,9417,Recruiter A
A002757,E01384,Customer Success,Customer Success Manager,Referral,2017-07-27,2017-08-05,2017-08-18,2017-09-13,93,54,Yes,Yes,6619,Recruiter C
A002758,,Customer Success,Support Analyst,Agency,2025-03-01,2025-03-06,2025-03-15,,94,81,No,No,16256,Recruiter A
A002759,E01385,Customer Success,Support Analyst,Referral,2025-02-26,2025-03-05,2025-03-18,2025-04-24,91,54,Yes,Yes,13666,Recruiter B
A002760,,Customer Success,Support Analyst,Referral,2025-02-07,2025-02-14,2025-02-27,,62,66,No,No,13362,Recruiter B
A002761,E01386,Human Resources,HR Executive,Company Website,2019-09-07,2019-09-15,2019-09-28,2019-10-04,78,68,Yes,Yes,3011,Recruiter A
A002762,,Human Resources,HR Executive,Agency,2019-08-04,2019-08-07,2019-08-21,,67,65,No,No,17385,Recruiter A
A002763,E01387,Finance,Senior Finance Analyst,Campus,2019-10-22,2019-11-02,2019-11-07,2019-11-25,91,69,Yes,Yes,8164,Recruiter A
A002764,E01388,Customer Success,Customer Success Executive,Job Portal,2025-08-21,2025-09-05,2025-09-17,2025-10-30,75,67,Yes,Yes,14621,Recruiter A
A002765,,Customer Success,Customer Success Executive,Campus,2025-08-07,2025-08-24,2025-08-31,,59,95,No,No,9534,Recruiter A
A002766,,Operations,Operations Analyst,Referral,2025-08-27,2025-09-06,2025-09-08,,94,75,No,No,6400,Recruiter A
A002767,E01389,Operations,Operations Analyst,Company Website,2025-08-18,2025-08-28,2025-09-11,2025-11-09,70,88,Yes,Yes,4534,Recruiter B
A002768,,Marketing,Digital Marketing Analyst,Company Website,2024-02-11,2024-02-14,2024-02-16,,94,70,Yes,No,16773,Recruiter C
A002769,E01390,Marketing,Digital Marketing Analyst,Company Website,2024-02-16,2024-02-26,2024-03-11,2024-04-30,68,68,Yes,Yes,12984,Recruiter C
A002770,,Marketing,Digital Marketing Analyst,Internal Mobility,2024-01-24,2024-02-08,2024-02-20,,83,89,Yes,No,11327,Recruiter A
A002771,E01391,Operations,Operations Analyst,Job Portal,2021-10-04,2021-10-06,2021-10-08,2021-12-21,87,86,Yes,Yes,15063,Recruiter A
A002772,,Operations,Operations Analyst,Internal Mobility,2021-11-25,2021-12-08,2021-12-18,,88,59,Yes,No,6261,Recruiter B
A002773,E01392,Technology,Tech Lead,Company Website,2024-07-25,2024-07-30,2024-08-02,2024-09-04,91,87,Yes,Yes,12269,Recruiter D
A002774,,Technology,Tech Lead,Campus,2024-07-03,2024-07-18,2024-07-31,,77,74,Yes,No,4562,Recruiter C
A002775,,Technology,Tech Lead,Job Portal,2024-06-14,2024-06-17,2024-06-25,,92,55,No,No,13811,Recruiter B
A002776,E01393,Human Resources,HR Executive,Job Portal,2023-06-09,2023-06-13,2023-06-16,2023-08-02,83,61,Yes,Yes,14620,Recruiter C
A002777,,Operations,Operations Manager,LinkedIn,2025-11-10,2025-11-15,2025-11-29,,69,82,Yes,No,7209,Recruiter B
A002778,,Operations,Operations Manager,Job Portal,2025-10-28,2025-11-03,2025-11-17,,78,74,No,No,2995,Recruiter D
A002779,E01394,Operations,Operations Manager,Agency,2025-12-25,2025-12-28,2026-01-05,2026-02-01,55,83,Yes,Yes,15805,Recruiter A
A002780,E01395,Technology,Senior Software Engineer,Agency,2021-09-24,2021-10-12,2021-10-23,2021-12-11,64,93,Yes,Yes,11657,Recruiter A
A002781,,Technology,Senior Software Engineer,Campus,2021-10-11,2021-10-21,2021-10-24,,63,61,No,No,6433,Recruiter D
A002782,,Technology,Senior Software Engineer,Agency,2021-10-20,2021-10-26,2021-10-29,,85,83,Yes,No,4972,Recruiter D
A002783,E01396,Sales,Sales Analyst,Campus,2025-05-01,2025-05-09,2025-05-23,2025-07-08,58,95,Yes,Yes,5191,Recruiter A
A002784,E01397,Operations,Operations Manager,Company Website,2020-04-04,2020-04-17,2020-04-27,2020-06-15,75,90,Yes,Yes,10158,Recruiter C
A002785,E01398,Marketing,Brand Manager,Job Portal,2020-12-10,2020-12-17,2020-12-22,2021-03-17,93,84,Yes,Yes,6343,Recruiter C
A002786,E01399,Supply Chain,Logistics Manager,Internal Mobility,2017-11-16,2017-11-22,2017-11-26,2017-12-17,61,95,Yes,Yes,5738,Recruiter C
A002787,E01400,Technology,Data Analyst,Company Website,2022-02-15,2022-02-26,2022-03-09,2022-05-26,72,93,Yes,Yes,3047,Recruiter B
A002788,E01401,Finance,Finance Analyst,Company Website,2017-09-12,2017-09-25,2017-10-04,2017-11-24,66,84,Yes,Yes,4420,Recruiter D
A002789,E01402,Technology,Software Engineer,Referral,2016-12-08,2016-12-10,2016-12-21,2017-01-11,93,83,Yes,Yes,12932,Recruiter A
A002790,,Marketing,Marketing Executive,Job Portal,2022-09-14,2022-09-21,2022-10-02,,56,88,No,No,7774,Recruiter B
A002791,E01403,Marketing,Marketing Executive,LinkedIn,2022-11-14,2022-11-28,2022-12-12,2022-12-19,90,81,Yes,Yes,17323,Recruiter D
A002792,,Marketing,Marketing Executive,Company Website,2022-10-17,2022-10-20,2022-10-29,,60,94,Yes,No,13384,Recruiter C
A002793,E01404,Sales,Sales Analyst,Agency,2021-09-07,2021-09-21,2021-09-28,2021-10-15,83,65,Yes,Yes,4220,Recruiter D
A002794,,Sales,Sales Analyst,Campus,2021-09-04,2021-09-18,2021-09-26,,57,50,No,No,11421,Recruiter B
A002795,E01405,Marketing,Brand Manager,Internal Mobility,2023-11-13,2023-11-27,2023-12-11,2024-01-22,91,61,Yes,Yes,13600,Recruiter D
A002796,E01406,Operations,Operations Manager,Referral,2024-08-08,2024-08-11,2024-08-22,2024-10-02,84,52,Yes,Yes,6808,Recruiter A
A002797,E01407,Human Resources,L&D Specialist,Campus,2021-11-25,2021-12-07,2021-12-10,2022-01-30,82,78,Yes,Yes,11509,Recruiter B
A002798,,Technology,Data Scientist,Job Portal,2022-05-01,2022-05-09,2022-05-15,,56,88,No,No,13940,Recruiter C
A002799,E01408,Technology,Data Scientist,Agency,2022-05-12,2022-05-29,2022-06-12,2022-07-25,91,82,Yes,Yes,13230,Recruiter A
A002800,,Technology,Data Scientist,LinkedIn,2022-06-27,2022-07-04,2022-07-09,,92,60,No,No,11180,Recruiter B
A002801,E01409,Finance,Finance Manager,Company Website,2026-05-23,2026-05-28,2026-06-01,2026-06-29,57,90,Yes,Yes,11946,Recruiter C
A002802,,Finance,Finance Manager,Company Website,2026-04-02,2026-04-18,2026-04-21,,68,77,No,No,4499,Recruiter A
A002803,,Finance,Finance Manager,Agency,2026-06-01,2026-06-05,2026-06-17,,59,85,Yes,No,16274,Recruiter D
A002804,,Human Resources,HR Business Partner,Campus,2026-04-29,2026-05-07,2026-05-10,,86,94,Yes,No,8126,Recruiter C
A002805,,Human Resources,HR Business Partner,Internal Mobility,2026-05-09,2026-05-22,2026-05-27,,66,54,Yes,No,17031,Recruiter A
A002806,E01410,Human Resources,HR Business Partner,Agency,2026-03-10,2026-03-19,2026-03-29,2026-06-11,60,50,Yes,Yes,7672,Recruiter D
A002807,E01411,Human Resources,L&D Specialist,Agency,2021-09-08,2021-09-21,2021-10-04,2021-10-16,62,52,Yes,Yes,6575,Recruiter C
A002808,E01412,Sales,Sales Executive,LinkedIn,2020-08-22,2020-09-03,2020-09-06,2020-10-04,77,53,Yes,Yes,15904,Recruiter A
A002809,,Finance,Finance Analyst,Referral,2024-08-04,2024-08-09,2024-08-13,,74,77,Yes,No,15492,Recruiter D
A002810,,Finance,Finance Analyst,Referral,2024-07-25,2024-08-02,2024-08-16,,76,86,No,No,17003,Recruiter A
A002811,E01413,Finance,Finance Analyst,Referral,2024-08-07,2024-08-23,2024-08-28,2024-09-12,64,79,Yes,Yes,6385,Recruiter A
A002812,E01414,Customer Success,Customer Success Executive,Internal Mobility,2022-09-27,2022-10-11,2022-10-16,2022-10-28,73,90,Yes,Yes,4217,Recruiter A
A002813,,Customer Success,Customer Success Executive,Job Portal,2022-08-06,2022-08-13,2022-08-19,,58,63,No,No,16412,Recruiter A
A002814,E01415,Operations,Operations Executive,Campus,2026-03-05,2026-03-09,2026-03-13,2026-06-05,75,63,Yes,Yes,6181,Recruiter C
A002815,E01416,Marketing,Product Marketing Manager,Company Website,2017-08-03,2017-08-10,2017-08-19,2017-10-14,94,53,Yes,Yes,6857,Recruiter D
A002816,E01417,Technology,Data Scientist,Campus,2016-11-13,2016-11-16,2016-11-20,2017-02-08,56,56,Yes,Yes,17837,Recruiter C
A002817,,Technology,Data Scientist,Job Portal,2016-11-25,2016-12-12,2016-12-17,,59,62,No,No,14572,Recruiter C
A002818,E01418,Sales,Sales Executive,Agency,2019-03-28,2019-04-03,2019-04-07,2019-04-30,83,80,Yes,Yes,14075,Recruiter A
A002819,E01419,Finance,Senior Finance Analyst,LinkedIn,2026-01-03,2026-01-18,2026-01-21,2026-02-26,70,81,Yes,Yes,15393,Recruiter C
A002820,E01420,Technology,Senior Software Engineer,Internal Mobility,2020-05-29,2020-06-16,2020-06-25,2020-07-29,88,72,Yes,Yes,8906,Recruiter A
A002821,E01421,Supply Chain,Procurement Specialist,Campus,2025-12-27,2025-12-30,2026-01-06,2026-02-12,61,87,Yes,Yes,15502,Recruiter A
A002822,,Supply Chain,Procurement Specialist,Job Portal,2025-12-22,2025-12-27,2026-01-08,,77,65,No,No,4380,Recruiter A
A002823,,Supply Chain,Procurement Specialist,Company Website,2026-01-12,2026-01-30,2026-02-04,,63,66,No,No,8534,Recruiter A
A002824,E01422,Customer Success,Customer Success Executive,Job Portal,2025-03-27,2025-04-09,2025-04-11,2025-05-14,77,66,Yes,Yes,10581,Recruiter D
A002825,,Customer Success,Customer Success Executive,Company Website,2025-02-13,2025-03-01,2025-03-07,,63,93,No,No,9068,Recruiter D
A002826,,Marketing,Digital Marketing Analyst,Referral,2020-08-16,2020-08-31,2020-09-03,,94,93,No,No,12895,Recruiter C
A002827,E01423,Marketing,Digital Marketing Analyst,Company Website,2020-07-18,2020-07-23,2020-07-30,2020-09-28,74,77,Yes,Yes,10658,Recruiter B
A002828,,Sales,Sales Analyst,Internal Mobility,2024-09-15,2024-09-19,2024-09-22,,95,52,No,No,15536,Recruiter C
A002829,,Sales,Sales Analyst,LinkedIn,2024-10-05,2024-10-17,2024-10-21,,83,60,No,No,14892,Recruiter B
A002830,E01424,Sales,Sales Analyst,Referral,2024-08-10,2024-08-22,2024-09-03,2024-11-07,76,72,Yes,Yes,14137,Recruiter A
A002831,,Finance,Finance Analyst,Referral,2019-12-30,2020-01-03,2020-01-07,,67,76,No,No,16575,Recruiter C
A002832,,Finance,Finance Analyst,Referral,2019-12-21,2019-12-23,2019-12-31,,90,56,No,No,10484,Recruiter D
A002833,E01425,Finance,Finance Analyst,Internal Mobility,2020-01-05,2020-01-12,2020-01-24,2020-03-21,63,79,Yes,Yes,10337,Recruiter A
A002834,,Finance,Finance Manager,Job Portal,2018-02-12,2018-02-28,2018-03-06,,94,52,No,No,3831,Recruiter C
A002835,E01426,Finance,Finance Manager,Company Website,2018-04-06,2018-04-11,2018-04-24,2018-05-07,73,91,Yes,Yes,14338,Recruiter C
A002836,,Finance,Finance Manager,LinkedIn,2018-03-30,2018-04-05,2018-04-15,,68,69,No,No,17588,Recruiter B
A002837,E01427,Human Resources,Talent Acquisition Specialist,Company Website,2019-08-04,2019-08-10,2019-08-22,2019-09-11,79,73,Yes,Yes,10827,Recruiter D
A002838,,Human Resources,Talent Acquisition Specialist,LinkedIn,2019-07-10,2019-07-22,2019-07-24,,74,92,No,No,10350,Recruiter C
A002839,,Human Resources,Talent Acquisition Specialist,LinkedIn,2019-07-07,2019-07-13,2019-07-23,,75,56,Yes,No,3704,Recruiter A
A002840,,Technology,Engineering Manager,Agency,2019-11-23,2019-11-28,2019-12-12,,61,50,No,No,15760,Recruiter B
A002841,E01428,Technology,Engineering Manager,LinkedIn,2019-11-29,2019-12-13,2019-12-26,2020-01-12,81,65,Yes,Yes,11261,Recruiter B
A002842,E01429,Customer Success,Customer Success Manager,Referral,2026-02-16,2026-02-18,2026-02-24,2026-03-24,58,65,Yes,Yes,14138,Recruiter C
A002843,,Customer Success,Customer Success Manager,Agency,2026-01-26,2026-02-12,2026-02-23,,77,72,Yes,No,9275,Recruiter B
A002844,,Customer Success,Customer Success Manager,Referral,2026-02-10,2026-02-12,2026-02-15,,80,54,No,No,15793,Recruiter B
A002845,,Supply Chain,Procurement Specialist,Job Portal,2018-10-26,2018-11-05,2018-11-13,,90,76,No,No,5952,Recruiter C
A002846,,Supply Chain,Procurement Specialist,Referral,2018-10-05,2018-10-07,2018-10-10,,78,80,No,No,8955,Recruiter A
A002847,E01430,Supply Chain,Procurement Specialist,Company Website,2018-08-26,2018-08-30,2018-09-11,2018-12-02,76,92,Yes,Yes,14661,Recruiter A
A002848,E01431,Marketing,Marketing Executive,Referral,2025-05-28,2025-06-09,2025-06-22,2025-07-03,93,50,Yes,Yes,13776,Recruiter C
A002849,E01432,Sales,Account Manager,Referral,2023-10-01,2023-10-18,2023-10-22,2023-12-02,61,63,Yes,Yes,10363,Recruiter D
A002850,,Sales,Account Manager,Referral,2023-09-21,2023-09-29,2023-10-09,,69,70,No,No,17770,Recruiter C
A002851,,Sales,Account Manager,Company Website,2023-11-02,2023-11-12,2023-11-18,,56,67,No,No,4097,Recruiter B
A002852,E01433,Finance,Finance Analyst,Internal Mobility,2019-08-16,2019-08-25,2019-09-04,2019-11-12,56,92,Yes,Yes,15554,Recruiter C
A002853,E01434,Technology,Data Scientist,LinkedIn,2018-09-17,2018-09-22,2018-09-29,2018-12-15,67,68,Yes,Yes,4577,Recruiter D
A002854,E01435,Technology,Data Analyst,LinkedIn,2017-08-10,2017-08-21,2017-09-02,2017-10-28,66,90,Yes,Yes,5025,Recruiter C
A002855,E01436,Customer Success,Support Analyst,Campus,2023-10-15,2023-10-23,2023-11-05,2023-12-31,93,56,Yes,Yes,5229,Recruiter D
A002856,,Customer Success,Support Analyst,Campus,2023-11-07,2023-11-21,2023-11-27,,60,59,Yes,No,3824,Recruiter A
A002857,,Customer Success,Support Analyst,Internal Mobility,2023-11-03,2023-11-08,2023-11-14,,67,91,No,No,13854,Recruiter A
A002858,E01437,Finance,Finance Manager,LinkedIn,2025-10-25,2025-11-12,2025-11-25,2025-11-30,76,54,Yes,Yes,2672,Recruiter B
A002859,,Finance,Finance Manager,Referral,2025-11-02,2025-11-19,2025-12-03,,79,83,Yes,No,11194,Recruiter A
A002860,E01438,Sales,Key Account Manager,Campus,2024-02-01,2024-02-19,2024-02-25,2024-05-09,71,75,Yes,Yes,4824,Recruiter B
A002861,,Supply Chain,Supply Chain Analyst,LinkedIn,2019-08-07,2019-08-22,2019-09-01,,82,59,Yes,No,2865,Recruiter C
A002862,E01439,Supply Chain,Supply Chain Analyst,Campus,2019-08-22,2019-08-30,2019-09-03,2019-09-22,75,71,Yes,Yes,7449,Recruiter C
A002863,E01440,Sales,Sales Executive,Campus,2023-04-28,2023-05-07,2023-05-12,2023-05-29,90,83,Yes,Yes,4751,Recruiter C
A002864,,Sales,Sales Executive,Referral,2023-02-18,2023-02-20,2023-02-23,,79,54,No,No,12117,Recruiter B
A002865,,Sales,Sales Executive,Company Website,2023-03-11,2023-03-13,2023-03-18,,61,53,No,No,8472,Recruiter C
A002866,,Supply Chain,Supply Chain Analyst,Company Website,2019-05-21,2019-06-05,2019-06-18,,76,55,No,No,3046,Recruiter B
A002867,E01441,Supply Chain,Supply Chain Analyst,Job Portal,2019-05-21,2019-06-07,2019-06-13,2019-08-09,89,54,Yes,Yes,9520,Recruiter C
A002868,E01442,Marketing,Digital Marketing Analyst,Agency,2026-04-12,2026-04-27,2026-05-09,2026-05-19,72,60,Yes,Yes,6752,Recruiter D
A002869,,Marketing,Digital Marketing Analyst,Agency,2026-04-13,2026-04-21,2026-05-01,,56,67,No,No,8889,Recruiter B
A002870,E01443,Technology,Data Scientist,Job Portal,2021-08-18,2021-08-26,2021-09-07,2021-09-14,58,77,Yes,Yes,10521,Recruiter C
A002871,,Technology,Senior Software Engineer,Job Portal,2021-08-22,2021-09-01,2021-09-05,,66,89,No,No,4159,Recruiter B
A002872,E01444,Technology,Senior Software Engineer,Referral,2021-08-25,2021-08-29,2021-09-04,2021-11-11,67,89,Yes,Yes,3224,Recruiter C
A002873,,Technology,Senior Software Engineer,Job Portal,2021-08-03,2021-08-05,2021-08-10,,86,87,Yes,No,14346,Recruiter A
A002874,E01445,Customer Success,Customer Success Manager,LinkedIn,2018-08-05,2018-08-13,2018-08-27,2018-09-24,91,70,Yes,Yes,14304,Recruiter B
A002875,,Customer Success,Customer Success Manager,Job Portal,2018-06-18,2018-07-03,2018-07-12,,63,66,No,No,9819,Recruiter A
A002876,,Supply Chain,Logistics Manager,Job Portal,2021-04-01,2021-04-05,2021-04-08,,94,87,No,No,11431,Recruiter A
A002877,,Supply Chain,Logistics Manager,Company Website,2021-04-17,2021-04-19,2021-05-01,,75,59,No,No,10374,Recruiter A
A002878,E01446,Supply Chain,Logistics Manager,Internal Mobility,2021-04-01,2021-04-12,2021-04-23,2021-06-30,82,87,Yes,Yes,3115,Recruiter B
A002879,,Customer Success,Support Analyst,Job Portal,2024-12-29,2025-01-02,2025-01-11,,91,92,No,No,14398,Recruiter A
A002880,E01447,Customer Success,Support Analyst,Company Website,2024-11-22,2024-11-27,2024-12-04,2025-02-21,91,74,Yes,Yes,11512,Recruiter C
A002881,E01448,Operations,Operations Manager,Internal Mobility,2024-07-06,2024-07-11,2024-07-24,2024-08-19,83,65,Yes,Yes,13069,Recruiter A
A002882,,Operations,Operations Manager,Campus,2024-06-05,2024-06-13,2024-06-15,,55,54,No,No,14217,Recruiter C
A002883,,Customer Success,Support Analyst,Company Website,2016-12-10,2016-12-13,2016-12-26,,72,70,No,No,10464,Recruiter C
A002884,,Customer Success,Support Analyst,Agency,2017-01-05,2017-01-10,2017-01-18,,73,95,Yes,No,3092,Recruiter A
A002885,E01449,Customer Success,Support Analyst,LinkedIn,2016-10-31,2016-11-05,2016-11-15,2017-02-03,91,65,Yes,Yes,2654,Recruiter C
A002886,,Customer Success,Customer Success Manager,Company Website,2024-08-27,2024-09-10,2024-09-15,,71,55,No,No,2543,Recruiter B
A002887,E01450,Customer Success,Customer Success Manager,Company Website,2024-09-09,2024-09-12,2024-09-21,2024-12-05,93,73,Yes,Yes,12605,Recruiter D
A002888,,Customer Success,Customer Success Manager,Referral,2024-09-20,2024-09-27,2024-10-06,,65,92,Yes,No,17450,Recruiter A
A002889,,Human Resources,HR Manager,Company Website,2021-06-01,2021-06-15,2021-06-23,,86,88,No,No,13605,Recruiter C
A002890,,Human Resources,HR Manager,Company Website,2021-06-15,2021-06-26,2021-07-04,,64,67,Yes,No,14726,Recruiter C
A002891,E01451,Human Resources,HR Manager,Company Website,2021-05-11,2021-05-14,2021-05-24,2021-08-08,72,95,Yes,Yes,16811,Recruiter B
A002892,,Customer Success,Customer Success Executive,Internal Mobility,2019-03-09,2019-03-26,2019-04-06,,76,76,No,No,4010,Recruiter C
A002893,E01452,Customer Success,Customer Success Executive,Referral,2019-02-02,2019-02-18,2019-02-23,2019-05-01,60,90,Yes,Yes,9273,Recruiter B
A002894,,Customer Success,Customer Success Executive,Referral,2019-02-21,2019-03-04,2019-03-14,,93,93,No,No,15100,Recruiter B
A002895,E01453,Human Resources,L&D Specialist,Job Portal,2019-08-07,2019-08-25,2019-08-31,2019-09-04,79,72,Yes,Yes,14543,Recruiter D
A002896,E01454,Finance,Senior Finance Analyst,Internal Mobility,2021-08-05,2021-08-13,2021-08-27,2021-10-25,68,60,Yes,Yes,6652,Recruiter A
A002897,E01455,Technology,Software Engineer,Campus,2023-09-28,2023-10-04,2023-10-09,2023-12-31,68,57,Yes,Yes,3380,Recruiter C
A002898,,Technology,Data Scientist,Referral,2017-10-18,2017-10-30,2017-11-02,,64,66,No,No,3145,Recruiter A
A002899,E01456,Technology,Data Scientist,Job Portal,2017-09-17,2017-10-01,2017-10-12,2017-12-21,72,90,Yes,Yes,12780,Recruiter D
A002900,,Technology,Data Scientist,Company Website,2017-11-07,2017-11-22,2017-12-04,,77,68,No,No,9428,Recruiter B
A002901,E01457,Human Resources,L&D Specialist,Company Website,2019-07-13,2019-07-31,2019-08-09,2019-10-04,82,61,Yes,Yes,14357,Recruiter A
A002902,E01458,Finance,Finance Manager,Internal Mobility,2022-07-24,2022-08-06,2022-08-20,2022-10-01,74,78,Yes,Yes,15738,Recruiter D
A002903,,Customer Success,Customer Success Manager,Referral,2023-10-09,2023-10-20,2023-11-01,,62,50,Yes,No,16386,Recruiter C
A002904,,Customer Success,Customer Success Manager,LinkedIn,2023-09-19,2023-10-05,2023-10-11,,81,54,No,No,9081,Recruiter B
A002905,E01459,Customer Success,Customer Success Manager,LinkedIn,2023-09-29,2023-10-15,2023-10-17,2023-12-20,67,94,Yes,Yes,12370,Recruiter A
A002906,E01460,Customer Success,Customer Success Manager,Job Portal,2020-07-05,2020-07-17,2020-07-27,2020-08-09,65,73,Yes,Yes,11059,Recruiter B
A002907,,Customer Success,Customer Success Manager,Referral,2020-05-25,2020-06-07,2020-06-14,,67,58,Yes,No,10487,Recruiter D
A002908,,Customer Success,Customer Success Manager,Internal Mobility,2020-07-10,2020-07-20,2020-07-25,,60,94,No,No,11065,Recruiter C
A002909,,Customer Success,Support Analyst,Agency,2022-07-01,2022-07-17,2022-07-25,,92,50,Yes,No,15755,Recruiter B
A002910,E01461,Customer Success,Support Analyst,Job Portal,2022-05-30,2022-06-10,2022-06-18,2022-07-29,87,91,Yes,Yes,4399,Recruiter C
A002911,,Customer Success,Support Analyst,LinkedIn,2022-05-24,2022-05-28,2022-06-07,,82,78,No,No,15814,Recruiter B
A002912,,Technology,Data Scientist,LinkedIn,2017-03-06,2017-03-08,2017-03-22,,78,75,Yes,No,10863,Recruiter B
A002913,E01462,Technology,Data Scientist,Internal Mobility,2017-04-04,2017-04-14,2017-04-17,2017-05-12,75,84,Yes,Yes,5782,Recruiter C
A002914,E01463,Human Resources,HR Executive,Company Website,2020-11-18,2020-12-02,2020-12-13,2021-02-26,70,80,Yes,Yes,7057,Recruiter C
A002915,,Human Resources,HR Executive,LinkedIn,2021-01-28,2021-02-08,2021-02-21,,66,83,Yes,No,15501,Recruiter B
A002916,,Human Resources,HR Executive,Referral,2021-01-31,2021-02-14,2021-02-21,,78,88,No,No,10893,Recruiter A
A002917,,Human Resources,Talent Acquisition Specialist,Campus,2018-09-17,2018-09-28,2018-10-01,,61,53,No,No,11593,Recruiter A
A002918,E01464,Human Resources,Talent Acquisition Specialist,Campus,2018-10-05,2018-10-09,2018-10-12,2018-11-19,90,67,Yes,Yes,4862,Recruiter B
A002919,,Human Resources,Talent Acquisition Specialist,LinkedIn,2018-09-22,2018-10-01,2018-10-15,,91,70,Yes,No,8291,Recruiter D
