Training_ID,Employee_ID,Course_Name,Training_Date,Training_Hours,Delivery_Mode,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Training_Cost_INR
T003528,E01532,Power BI,2024-04-29,8,Blended,Completed,69,97,13485
T003529,E01533,Negotiation,2026-02-14,4,Online,Completed,62,70,10552
T003530,E01533,Project Management,2026-05-12,8,Online,Completed,48,58,13416
T003531,E01533,Project Management,2026-04-13,24,Blended,Completed,52,70,10721
T003532,E01535,Advanced Excel,2024-06-05,4,Blended,Completed,72,90,8012
T003533,E01535,Project Management,2024-02-23,4,Classroom,Completed,40,49,8432
T003534,E01535,Project Management,2024-01-04,12,Blended,Completed,60,84,14869
T003535,E01536,Project Management,2024-12-12,6,Classroom,Completed,47,62,4008
T003536,E01536,Communication Skills,2024-09-06,16,Blended,Completed,40,50,10833
T003537,E01536,Communication Skills,2024-09-18,12,Blended,Completed,77,100,3259
T003538,E01536,Advanced Excel,2024-10-08,6,Classroom,Completed,42,55,13056
T003539,E01538,Advanced Excel,2026-08-15,6,Blended,Completed,65,75,8827
T003540,E01538,GenAI for Business,2025-08-10,4,Online,Completed,73,100,9063
T003541,E01539,Project Management,2025-08-17,6,Classroom,Completed,44,59,9314
T003542,E01539,Project Management,2025-11-09,16,Classroom,Completed,49,61,2468
T003543,E01539,Communication Skills,2025-04-03,16,Online,Completed,58,78,8447
T003544,E01539,Power BI,2025-07-06,16,Blended,Incomplete,52,66,4346
T003545,E01539,GenAI for Business,2026-07-26,16,Classroom,Completed,74,84,5382
T003546,E01540,Python Analytics,2025-12-24,24,Classroom,Completed,59,77,2373
T003547,E01540,Leadership Essentials,2024-06-08,4,Online,Completed,56,82,13196
T003548,E01540,Project Management,2026-05-26,2,Classroom,Completed,47,68,1911
T003549,E01540,Project Management,2024-09-25,12,Online,Incomplete,55,62,2082
T003550,E01541,Communication Skills,2026-05-10,8,Online,Completed,51,67,10344
T003551,E01541,Python Analytics,2024-01-02,2,Blended,Completed,48,63,5617
T003552,E01541,Power BI,2025-05-28,8,Blended,Completed,51,60,4099
T003553,E01541,Python Analytics,2026-04-27,2,Classroom,Completed,49,68,8251
T003554,E01542,Communication Skills,2026-05-04,2,Online,Completed,74,100,9164
T003555,E01543,GenAI for Business,2025-06-19,6,Blended,Completed,46,54,12011
T003556,E01543,Advanced Excel,2026-07-12,2,Online,Completed,45,68,6510
T003557,E01544,Advanced Excel,2026-06-13,8,Classroom,Completed,53,74,12053
T003558,E01544,Negotiation,2026-06-10,4,Blended,Completed,41,50,4518
T003559,E01544,Data Privacy,2026-07-31,16,Blended,Completed,77,100,9696
T003560,E01546,Leadership Essentials,2026-04-28,24,Blended,Completed,61,80,6353
T003561,E01546,Communication Skills,2026-05-18,12,Online,Completed,59,84,10677
T003562,E01546,Communication Skills,2026-06-06,12,Classroom,Completed,76,100,9415
T003563,E01549,Negotiation,2025-10-26,6,Online,Completed,64,73,8151
T003564,E01549,Project Management,2024-08-03,8,Blended,Incomplete,53,77,6529
T003565,E01549,GenAI for Business,2026-03-24,12,Blended,Completed,63,84,5664
T003566,E01549,Communication Skills,2025-01-24,8,Online,Completed,71,97,1588
T003567,E01549,GenAI for Business,2024-10-26,24,Blended,Completed,59,69,4108
T003568,E01550,Python Analytics,2026-08-25,6,Online,Completed,56,80,4318
T003569,E01550,Data Privacy,2026-07-08,16,Classroom,Completed,61,75,10953
T003570,E01552,Leadership Essentials,2026-08-05,16,Blended,Completed,53,70,12855
T003571,E01553,Python Analytics,2025-09-07,4,Blended,Completed,55,72,2615
T003572,E01553,Leadership Essentials,2024-03-04,8,Blended,Completed,73,82,10854
T003573,E01553,Negotiation,2025-12-02,12,Blended,Completed,42,70,11444
T003574,E01553,Project Management,2025-01-21,8,Classroom,Completed,47,60,10016
T003575,E01554,Data Privacy,2024-02-22,6,Blended,Completed,59,85,9844
T003576,E01554,Negotiation,2026-06-08,16,Blended,Completed,51,58,5354
T003577,E01554,Python Analytics,2026-04-04,6,Blended,Completed,73,100,12347
T003578,E01554,GenAI for Business,2024-11-06,8,Classroom,Incomplete,75,98,6273
T003579,E01554,GenAI for Business,2026-08-17,6,Blended,Completed,50,57,7598
T003580,E01556,Project Management,2026-04-15,2,Online,Completed,50,60,3075
T003581,E01556,Cloud Fundamentals,2024-11-03,12,Classroom,Completed,52,63,9300
T003582,E01556,Advanced Excel,2024-07-26,2,Blended,Completed,54,59,8685
T003583,E01557,Negotiation,2024-09-01,2,Blended,Completed,45,54,14307
T003584,E01557,Power BI,2025-10-20,12,Online,Completed,65,84,10792
T003585,E01557,Data Privacy,2024-12-25,12,Blended,Completed,62,70,1712
T003586,E01557,Power BI,2024-01-27,12,Online,Completed,59,82,11906
T003587,E01557,Negotiation,2024-05-07,4,Classroom,Completed,77,100,4068
T003588,E01558,GenAI for Business,2024-12-17,4,Online,Completed,54,73,13240
T003589,E01558,Cloud Fundamentals,2024-11-14,2,Blended,Completed,77,96,6068
T003590,E01558,Data Privacy,2025-04-15,2,Classroom,Completed,72,88,10589
T003591,E01558,Negotiation,2024-11-07,12,Classroom,Completed,41,48,4547
T003592,E01558,Advanced Excel,2026-03-09,24,Online,Completed,42,60,4571
T003593,E01559,Data Privacy,2024-09-25,4,Classroom,Completed,42,59,14346
T003594,E01559,Leadership Essentials,2025-01-07,6,Blended,Completed,51,78,11701
T003595,E01560,Power BI,2024-01-09,4,Online,Completed,42,63,13231
T003596,E01560,Negotiation,2024-08-03,4,Classroom,Completed,65,71,11431
T003597,E01560,Power BI,2024-01-23,4,Blended,Completed,46,53,6557
T003598,E01560,Negotiation,2024-04-23,24,Blended,Completed,43,63,5167
T003599,E01560,Power BI,2024-05-03,6,Online,Incomplete,76,92,13451
T003600,E01561,Python Analytics,2026-01-28,24,Blended,Completed,69,83,9249
T003601,E01561,Python Analytics,2026-04-01,8,Blended,Completed,42,67,2108
T003602,E01561,Advanced Excel,2025-06-24,8,Classroom,Completed,45,50,2970
T003603,E01561,Communication Skills,2024-09-16,24,Classroom,Completed,77,95,9007
T003604,E01562,Project Management,2024-02-18,8,Classroom,Completed,50,65,7528
T003605,E01562,Python Analytics,2025-12-01,16,Blended,Completed,51,56,6332
T003606,E01562,Cloud Fundamentals,2026-05-24,16,Online,Completed,51,57,1872
T003607,E01562,GenAI for Business,2024-10-13,12,Classroom,Completed,50,74,11829
T003608,E01562,Negotiation,2025-03-03,2,Blended,Completed,76,90,12971
T003609,E01563,Negotiation,2026-08-16,8,Blended,Completed,60,88,13462
T003610,E01563,Advanced Excel,2024-12-05,8,Online,Completed,57,84,13266
T003611,E01564,Python Analytics,2026-01-29,24,Blended,Completed,42,55,12800
T003612,E01566,Python Analytics,2024-04-06,12,Classroom,Completed,42,51,9832
T003613,E01566,Python Analytics,2026-05-15,2,Online,Completed,75,89,12106
T003614,E01567,Project Management,2025-10-15,16,Classroom,Completed,41,53,11755
T003615,E01567,Power BI,2025-05-13,24,Classroom,Incomplete,47,68,4696
T003616,E01567,Project Management,2024-07-03,16,Online,Completed,50,64,13648
T003617,E01567,Leadership Essentials,2025-03-30,6,Blended,Incomplete,62,82,2694
T003618,E01567,GenAI for Business,2024-07-16,16,Blended,Completed,48,59,9803
T003619,E01568,Data Privacy,2025-06-17,4,Classroom,Completed,77,90,8146
T003620,E01568,GenAI for Business,2025-01-06,6,Online,Completed,40,68,4047
T003621,E01568,Cloud Fundamentals,2026-05-27,24,Classroom,Completed,69,85,6109
T003622,E01568,Data Privacy,2026-04-27,6,Online,Completed,64,73,11067
T003623,E01569,GenAI for Business,2024-05-24,16,Classroom,Completed,55,83,7506
T003624,E01569,Power BI,2024-01-28,6,Classroom,Incomplete,55,76,4116
T003625,E01569,GenAI for Business,2026-03-16,8,Online,Completed,68,91,6221
T003626,E01569,GenAI for Business,2024-03-23,4,Online,Completed,67,72,3233
T003627,E01569,Advanced Excel,2024-07-27,16,Blended,Completed,65,80,13427
T003628,E01570,Leadership Essentials,2025-04-20,6,Online,Completed,71,96,5930
T003629,E01570,GenAI for Business,2025-10-08,8,Online,Completed,54,62,11477
T003630,E01570,GenAI for Business,2026-06-10,16,Classroom,Completed,63,71,7959
T003631,E01570,Negotiation,2025-06-29,24,Blended,Completed,65,79,12948
T003632,E01571,Data Privacy,2026-04-26,8,Classroom,Completed,74,98,11802
T003633,E01571,GenAI for Business,2026-04-29,4,Online,Completed,47,63,2074
T003634,E01571,Python Analytics,2024-08-28,4,Online,Completed,47,67,8036
T003635,E01572,Power BI,2026-08-17,2,Classroom,Completed,44,70,5581
T003636,E01572,Communication Skills,2026-02-11,2,Online,Completed,46,51,7362
T003637,E01572,Python Analytics,2024-01-29,4,Classroom,Incomplete,47,74,9048
T003638,E01572,Python Analytics,2024-05-04,4,Online,Completed,63,75,2879
T003639,E01574,Communication Skills,2025-12-25,4,Online,Completed,52,65,10141
T003640,E01574,Leadership Essentials,2024-02-19,6,Classroom,Completed,60,68,8551
T003641,E01575,Project Management,2025-08-30,8,Classroom,Completed,49,77,10242
T003642,E01576,GenAI for Business,2025-07-31,2,Online,Completed,74,98,9789
T003643,E01576,Negotiation,2024-08-08,16,Online,Completed,55,62,2467
T003644,E01576,Leadership Essentials,2024-08-31,4,Blended,Completed,59,79,14497
T003645,E01576,Communication Skills,2024-08-16,12,Online,Completed,58,68,3477
T003646,E01578,GenAI for Business,2026-04-25,24,Blended,Completed,78,100,8927
T003647,E01578,Cloud Fundamentals,2025-10-15,16,Classroom,Completed,63,76,2370
T003648,E01578,Leadership Essentials,2026-07-21,2,Online,Completed,40,46,13681
T003649,E01578,GenAI for Business,2024-06-08,12,Classroom,Completed,62,82,13521
T003650,E01578,Python Analytics,2025-04-04,12,Online,Completed,46,67,4832
T003651,E01579,Advanced Excel,2024-07-30,8,Classroom,Completed,71,80,2724
T003652,E01580,GenAI for Business,2026-03-18,2,Classroom,Completed,51,58,9145
T003653,E01580,Project Management,2026-04-24,4,Classroom,Completed,69,82,13128
T003654,E01581,Python Analytics,2026-07-21,24,Blended,Completed,41,49,14949
T003655,E01581,Advanced Excel,2024-02-08,2,Blended,Completed,58,81,4494
T003656,E01581,Negotiation,2024-07-25,2,Online,Completed,55,81,13307
T003657,E01581,Project Management,2024-07-04,2,Classroom,Completed,67,78,6758
T003658,E01582,Cloud Fundamentals,2026-01-12,24,Online,Completed,52,71,5567
T003659,E01584,GenAI for Business,2024-06-30,2,Blended,Completed,55,72,3011
T003660,E01584,Python Analytics,2026-06-27,24,Blended,Completed,74,81,9639
T003661,E01585,Advanced Excel,2025-12-09,2,Blended,Completed,74,83,7487
T003662,E01585,Cloud Fundamentals,2025-10-03,6,Online,Completed,58,79,5085
T003663,E01585,Python Analytics,2026-02-01,6,Classroom,Completed,70,86,13427
T003664,E01585,Data Privacy,2025-11-14,12,Blended,Completed,75,93,12539
T003665,E01586,Cloud Fundamentals,2026-07-03,2,Classroom,Completed,55,66,2565
T003666,E01586,Advanced Excel,2025-09-25,4,Blended,Completed,50,58,5193
T003667,E01586,GenAI for Business,2024-08-17,8,Online,Completed,56,61,2752
T003668,E01587,Project Management,2024-12-12,12,Online,Completed,75,82,6207
T003669,E01588,Communication Skills,2026-04-19,6,Online,Completed,58,82,7176
T003670,E01588,Advanced Excel,2026-08-17,8,Classroom,Completed,77,89,14904
T003671,E01588,Negotiation,2025-06-11,16,Online,Completed,53,75,6403
T003672,E01588,Power BI,2026-06-06,2,Online,Incomplete,40,59,4097
T003673,E01589,Python Analytics,2025-12-08,2,Blended,Completed,64,85,13810
T003674,E01589,Power BI,2025-06-25,16,Classroom,Completed,62,74,4238
T003675,E01589,Python Analytics,2025-04-27,24,Online,Completed,44,63,14725
T003676,E01589,Communication Skills,2025-03-11,2,Online,Completed,58,71,11294
T003677,E01590,Communication Skills,2026-06-13,12,Online,Completed,52,80,9184
T003678,E01590,Leadership Essentials,2026-03-19,2,Classroom,Completed,66,83,2389
T003679,E01590,GenAI for Business,2025-05-15,8,Online,Completed,44,65,3809
T003680,E01590,Cloud Fundamentals,2025-11-28,12,Online,Completed,73,95,2463
T003681,E01591,Communication Skills,2025-10-25,24,Online,Completed,50,63,6095
T003682,E01592,Communication Skills,2024-05-30,6,Blended,Completed,62,89,14281
T003683,E01592,Cloud Fundamentals,2024-07-22,8,Online,Completed,55,83,9509
T003684,E01592,Project Management,2025-07-09,6,Blended,Incomplete,61,66,5565
T003685,E01592,Cloud Fundamentals,2025-11-23,16,Online,Incomplete,62,81,5338
T003686,E01592,Data Privacy,2026-02-12,24,Classroom,Completed,54,66,5232
T003687,E01593,Cloud Fundamentals,2025-04-01,2,Classroom,Completed,70,77,14313
T003688,E01593,Power BI,2026-02-26,16,Classroom,Completed,63,85,3606
T003689,E01593,Advanced Excel,2025-03-20,16,Classroom,Completed,50,74,9905
T003690,E01593,Data Privacy,2025-10-06,16,Online,Completed,44,61,12104
T003691,E01593,Data Privacy,2026-05-23,8,Online,Completed,68,73,5675
T003692,E01594,Communication Skills,2025-02-24,4,Blended,Completed,56,78,11411
T003693,E01595,Communication Skills,2026-07-21,24,Online,Completed,61,67,14434
T003694,E01595,GenAI for Business,2024-03-06,4,Blended,Completed,67,91,9439
T003695,E01595,Power BI,2026-01-17,8,Classroom,Completed,55,68,7556
T003696,E01595,Project Management,2025-06-27,24,Classroom,Completed,73,83,5536
T003697,E01595,Python Analytics,2025-01-31,24,Blended,Completed,78,99,4695
T003698,E01596,Leadership Essentials,2024-12-14,2,Online,Completed,78,92,9867
T003699,E01597,Power BI,2024-03-28,24,Blended,Completed,68,73,13451
T003700,E01598,Leadership Essentials,2025-12-04,2,Online,Completed,67,80,13831
T003701,E01598,GenAI for Business,2025-02-24,16,Online,Completed,76,100,5460
T003702,E01598,Advanced Excel,2025-10-22,6,Classroom,Completed,52,70,4507
T003703,E01598,Data Privacy,2026-08-16,4,Classroom,Completed,75,84,14282
T003704,E01598,GenAI for Business,2025-08-10,4,Blended,Completed,51,69,11804
T003705,E01599,Power BI,2024-10-05,4,Blended,Completed,67,74,14216
T003706,E01599,Project Management,2025-02-16,6,Blended,Completed,73,89,9555
T003707,E01599,Cloud Fundamentals,2024-11-24,4,Online,Completed,61,85,10482
T003708,E01599,Cloud Fundamentals,2026-02-20,6,Online,Completed,75,94,3751
T003709,E01600,Cloud Fundamentals,2024-12-03,16,Online,Completed,65,70,10858
T003710,E01600,Negotiation,2025-10-23,24,Blended,Incomplete,41,62,12016
T003711,E01600,Communication Skills,2024-05-29,6,Blended,Completed,75,94,11603
T003712,E01600,Negotiation,2025-11-26,16,Classroom,Completed,46,69,10957
T003713,E01600,Communication Skills,2026-04-23,6,Online,Incomplete,65,74,13979
T003714,E01602,Python Analytics,2026-06-13,12,Blended,Completed,73,97,13948
T003715,E01602,Project Management,2026-06-24,12,Classroom,Completed,65,75,2136
T003716,E01603,Communication Skills,2024-10-30,24,Online,Completed,75,91,5331
T003717,E01603,Negotiation,2025-05-16,24,Blended,Completed,41,65,6086
T003718,E01603,Project Management,2025-06-05,24,Online,Completed,48,66,1632
T003719,E01603,GenAI for Business,2025-03-30,6,Online,Completed,61,71,4521
T003720,E01603,Advanced Excel,2026-01-11,6,Blended,Completed,46,55,8262
T003721,E01604,Advanced Excel,2026-07-12,2,Online,Completed,78,84,11689
T003722,E01604,Negotiation,2026-07-05,24,Blended,Incomplete,46,59,5749
T003723,E01604,Communication Skills,2026-07-29,6,Online,Completed,50,71,8459
T003724,E01604,Power BI,2026-07-17,8,Online,Completed,40,52,14281
T003725,E01605,Negotiation,2024-06-21,12,Classroom,Completed,51,77,12626
T003726,E01608,Advanced Excel,2025-06-16,24,Online,Completed,45,70,6077
T003727,E01610,Python Analytics,2025-12-29,6,Online,Completed,71,86,5406
T003728,E01610,Negotiation,2026-07-22,2,Online,Completed,41,51,4761
T003729,E01610,Leadership Essentials,2026-01-27,6,Blended,Completed,66,75,4529
T003730,E01613,Data Privacy,2025-10-17,6,Online,Completed,74,88,13232
T003731,E01613,Data Privacy,2026-03-06,4,Classroom,Incomplete,75,83,7315
T003732,E01613,Communication Skills,2025-02-21,24,Online,Completed,48,68,10341
T003733,E01613,Cloud Fundamentals,2025-08-19,12,Blended,Completed,64,89,12010
T003734,E01615,GenAI for Business,2024-04-18,4,Blended,Completed,57,81,4316
T003735,E01615,Data Privacy,2024-10-01,4,Classroom,Completed,78,94,11805
T003736,E01615,Negotiation,2026-06-24,6,Classroom,Completed,58,79,5295
T003737,E01616,Data Privacy,2026-07-31,12,Online,Completed,62,83,5024
T003738,E01616,Negotiation,2026-06-21,4,Blended,Completed,46,63,5280
T003739,E01618,Python Analytics,2025-09-22,6,Classroom,Completed,64,73,5655
T003740,E01618,Leadership Essentials,2026-02-20,4,Blended,Completed,40,65,7784
T003741,E01619,Advanced Excel,2026-08-10,4,Classroom,Completed,76,89,3762
T003742,E01620,Python Analytics,2025-09-14,6,Blended,Completed,59,76,11883
T003743,E01620,Python Analytics,2024-02-21,4,Online,Incomplete,45,65,13139
T003744,E01620,Power BI,2024-02-23,4,Classroom,Completed,75,87,5029
T003745,E01620,GenAI for Business,2024-02-27,6,Blended,Completed,70,87,2270
T003746,E01621,Power BI,2024-04-18,4,Classroom,Completed,56,68,9832
T003747,E01621,Leadership Essentials,2024-03-30,8,Online,Completed,46,51,5930
T003748,E01622,Communication Skills,2025-08-29,4,Blended,Incomplete,78,100,2112
T003749,E01622,Cloud Fundamentals,2026-08-07,4,Online,Completed,63,91,8069
T003750,E01623,Cloud Fundamentals,2026-03-17,6,Blended,Completed,66,82,5247
T003751,E01624,Python Analytics,2026-01-10,8,Online,Completed,77,91,4916
T003752,E01624,Data Privacy,2025-08-11,12,Classroom,Completed,75,92,1508
T003753,E01624,Negotiation,2025-12-29,24,Online,Completed,65,87,4168
T003754,E01626,Advanced Excel,2026-08-18,12,Classroom,Completed,65,70,2522
T003755,E01626,Negotiation,2024-12-22,4,Classroom,Completed,44,69,7905
T003756,E01626,Python Analytics,2026-08-06,12,Blended,Completed,46,55,9760
T003757,E01626,Power BI,2025-04-10,2,Blended,Completed,66,88,11495
T003758,E01627,Project Management,2025-08-03,6,Blended,Incomplete,52,60,9533
T003759,E01627,Data Privacy,2025-06-24,12,Blended,Completed,67,82,2921
T003760,E01627,Communication Skills,2026-04-05,8,Online,Completed,47,52,5925
T003761,E01627,Project Management,2026-01-17,24,Classroom,Completed,63,79,4837
T003762,E01629,GenAI for Business,2025-02-21,8,Online,Completed,70,92,4986
T003763,E01629,Negotiation,2025-12-30,8,Online,Completed,72,90,6811
T003764,E01629,Data Privacy,2024-07-04,6,Blended,Completed,48,68,2671
T003765,E01629,Negotiation,2025-08-21,24,Classroom,Completed,54,68,7981
T003766,E01630,Python Analytics,2024-02-23,12,Blended,Completed,55,63,10312
T003767,E01630,GenAI for Business,2026-08-10,8,Blended,Completed,48,66,11139
T003768,E01630,Cloud Fundamentals,2024-11-25,6,Classroom,Incomplete,58,74,6804
T003769,E01630,Project Management,2025-01-10,16,Blended,Completed,53,62,11896
T003770,E01630,Cloud Fundamentals,2024-02-24,24,Blended,Completed,75,93,13335
T003771,E01631,GenAI for Business,2025-10-25,2,Classroom,Completed,70,82,10916
T003772,E01631,Communication Skills,2024-09-08,8,Online,Completed,65,93,4670
T003773,E01631,Data Privacy,2025-09-21,12,Blended,Completed,59,74,8937
T003774,E01633,Data Privacy,2026-01-08,24,Classroom,Completed,77,100,14641
T003775,E01633,Leadership Essentials,2025-09-06,4,Blended,Completed,66,93,8953
